x,y
"صنف موقع بريطاني قائمة تضم أفضل 10 مهاجمين في تاريخ دوري أبطال أوروبا لكرة القدم.
وذكر موقع (جيف مي سبورت) أن هناك وفرة من اللاعبين ذوي المستوى العالمي في جميع المراكز بالبطولة الأولى على مستوى الأندية، ولكن ليس هناك ما هو أكثر أهمية من المهاجمين الذين يلعبون كرقم 9.
وقال إن التصنيف للمهاجمين الصريحين فقط لذلك لم يضم الذين تألقوا في المراكز الأخرى من أمثال ليونيل ميسي وكيليان مبابي ومحمد صلاح.
وكانت عوامل التصنيف كالتالي:
عدد الأهداف.
صناعة الأهداف.
الألقاب.
مباريات لا تنسى.
لحظات مميزة.
وفي ما يلي ترتيب أفضل 10 مهاجمين في تاريخ دوري أبطال أوروبا:
البرتغالي كريستيانو رونالدو: 183 مباراة، 140 هدفًا، 48 تمريرة حاسمة.
الفرنسي كريم بنزيمة: 152 مباراة، 90 هدفًا، 30 تمريرة حاسمة.
البولندي روبرت ليفاندوفسكي: 117 مباراة، 93 هدفًا، 26 تمريرة حاسمة.
الإسباني راؤول: 142 مباراة، 71 هدفًا، 32 تمريرة حاسمة.
الكاميروني صامويل إيتو: 78 مباراة، 30 هدفًا، 19 تمريرة حاسمة.
الهولندي رود فان نيستلروي: 73 مباراة، 56 هدفًا، 18 تمريرة حاسمة.
الفرنسي تييري هنري: 112 مباراة، 50 هدفًا، 22 تمريرة حاسمة.
العاجي ديدييه دروغبا: 92 مباراة، 44 هدفًا، 15 تمريرة حاسمة.
الأوكراني أندريه شيفتشينكو: 100 مباراة، 48 هدفًا، 16 تمريرة حاسمة.
البرازيلي رونالدو نازاريو: 37 مباراة، 14 هدفًا، 10 تمريرات حاسمة.
",1
"أهل الهلال السعودي إلى الدور قبل النهائي لدوري أبطال آسيا لكرة القدم بفوزه 2-صفر على منافسه المحلي الاتحاد في إياب دور الثمانية، الثلاثاء، ليصل إلى 28 انتصارا متتاليا في جميع المسابقات.
ويواجه فريق المدرب جورجي جيسوس، الذي فاز على الاتحاد 4-صفر في مجموع المباراتين، منافسه العين الإماراتي، الذي أقصى النصر السعودي بركلات الترجيح، في الدور قبل النهائي.
وقد افتتح ياسر الشهراني التسجيل للهلال في الدقيقة 61 بعدما تلقى تمريرة من سيرجي ميلينكوفيتش-سافيتش ليسدد كرة منخفضة من مدى قريب سكنت شباك عبد الله المعيوف.
    
 
وفي الدقيقة الخامسة من الوقت بدل الضائع، ضاعف البرازيلي مالكوم النتيجة بعدما سدد في الشباك من وضع انفراد.
    
 
وتلقى الاتحاد، الذي غاب عنه كريم بنزيمة للإصابة ونجولو كانتي لطرده في مباراة الذهاب، ضربة قوية بخروج لاعبه البرازيلي فابينيو للإصابة بعد 15 دقيقة من اللعب.
ولم يستغل الاتحاد أفضليته بالشوط الأول، إذ أنقذ محمد العويس حارس الهلال فرصة من أمام رومارينيو بعد 3 دقائق من انطلاق المباراة. وارتطمت تسديدة من رومارينيو بالقائم في الدقيقة 16.
وسيطر الهلال على الكرة في الشوط الثاني ليحافظ على تقدمه في النتيجة.
وتوترت الأجواء قبل دقيقتين من نهاية الوقت الأصلي للمباراة ليطرد عبد الزراق حمد الله مهاجم الاتحاد بعدما جذب علي البليهي مدافع الهلال من رقبته قبل أن يدخل في مشادة مع كاليدو كوليبالي.
",1
"ستعان برينتفورد -المنافس بالدوري الإنجليزي الممتاز لكرة القدم- بأحد دعاة وأئمة مساجد مدينة برينتفورد، لتثقيف لاعبيه المسلمين وتأهيلهم لصيام صحي، وذلك بمناسبة حلول شهر رمضان المبارك.
ونشر النادي -عبر صفحته الرسمية عبر منصة إكس- مقطع فيديو يوثق جانبا من زيارة الشيخ عبد الصمد عبد النبي مقر النادي وحديثه مع اللاعبين، وعلق بالقول ""رمضان كريم من الجميع في نادي برينتفورد في إطار الاستعداد للشهر الكريم للمسلمين، انضم إمام محلي إلى اللاعبين والموظفين لمناقشة التدريب والتغذية والتعافي خلال شهر رمضان"" مقدما التهنئة للمسلمين في إنجلترا وخارجها.

   
 
وظهر اللاعبون في الفيديو رفقة الجهاز الفني وهم يستمعون لنصائح الإمام حول الصوم والتعامل معه خلال اللعب، والنصائح اللازمة كي لا يتضرر اللاعب خلال ساعات رمضان من نقص الطعام والسوائل.
",1
"سُحبت، اليوم الثلاثاء، في مقر الاتحاد الأفريقي لكرة القدم (كاف) بالقاهرة قرعة الدور ربع النهائي من بطولتي دوري أبطال أفريقيا وكأس الاتحاد (الكونفدرالية).
وفي ما يلي نتيجة قرعة دوري أبطال أفريقيا:
سيمبا (تنزانيا) – الأهلي (مصر، حامل اللقب).
مازيمبي (الكونغو الديمقراطية) – بيترو دي لواندا (أنغولا).
الترجي (تونس) – أسيك ميموزا (ساحل العاج).
يانغ أفريكانز (تنزانيا) – ماميلودي صنداونز (جنوب أفريقيا).
وتقام مباريات الذهاب في 29 و30 مارس/آذار والإياب في 5-6 أبريل/نيسان.
الدور نصف النهائي:
يلتقي الفائز من الترجي وأسيك مع الفائز من يانغ أفريكانز وصنداونز، فيما يلتقي الفائز من سيمبا والأهلي مع الفائز من مازيمبي وبيترو دي لواندا.
وتقام مباراتا ذهاب نصف النهائي في 19-20 أبريل/نيسان والإياب في 26-27 منه.
نتيجة قرعة ربع نهائي كأس الاتحاد الأفريقي (الكونفدرالية):
مودرن فيوتشر (مصر) – الزمالك (مصر).
أبوسليم (ليبيا) – نهضة بركان (المغرب).
ريفرز يونايتد (نيجيريا) – اتحاد العاصمة (الجزائر، حامل اللقب).
الملعب المالي (مالي) – دريمز (غانا).
تقام مباريات الذهاب في 31 مارس/آذار والإياب في 7 أبريل/نيسان.
الدور نصف النهائي:
ويلتقي في نصف النهائي الفائز من ريفرز واتحاد العاصمة مع الفائز من أبوسليم وبركان، والفائز من فيوتشر والزمالك مع الفائز من الملعب المالي ودريمز.
وتقام مباراتا ذهاب نصف النهائي في 21 أبريل/نيسان والإياب في 28 منه.
",1
"لن الاتحاد الدولي لكرة القدم (فيفا) تأهل فريق يوفنتوس الإيطالي للمشاركة في كأس العالم للأندية التي ستقام بمشاركة 32 ناديا صيف العام المقبل 2025 في الولايات المتحدة.
وأشار فيفا في تدوينة عبر حسابه الرسمي على منصة ""إكس"" إلى تأهل يوفنتوس مستفيدا من تفوقه في التصنيف الأوروبي المتراكم بعد خروج نابولي الإيطالي من دور الـ16 لدوري أبطال أوروبا بالخسارة أمام برشلونة الإسباني مساء الثلاثاء.
وأوضح أن يوفنتوس بات الفريق العاشر من أوروبا الذي يتأهل إلى مونديال الأندية 2025 مستفيدا من تصنيفه الأوروبي التراكمي في آخر 4 سنوات.
 
   
 
وسبق أن تأهلت أندية تشلسي الإنجليزي وريال مدريد الإسباني ومانشستر سيتي الإنجليزي بعد الفوز بلقب دوري أبطال أوروبا في أعوام 2021 و2022 و2023.
وتأهلت أندية بايرن ميونخ وبوروسيا دورتموند من ألمانيا، بنفيكا وبورتو من البرتغال، باريس سان جيرمان الفرنسي، وإنتر ميلان الإيطالي بفضل التفوق في التصنيف الأوروبي التراكمي.
ويتبقى لأوروبا مقعدان أخيران للفائز بلقب دوري أبطال أوروبا هذا الموسم بخلاف فريق إسباني آخر من التصنيف.
ويبقى المقعد الإسباني حائرا بين فريقي برشلونة وأتلتيكو مدريد الذي يحاول تعويض خسارته ذهابا أمام إنتر ميلان الإيطالي بنتيجة صفر-1 عندما يلتقي الفريقان مساء اليوم الأربعاء في إياب دور الـ16.
",1
"صدر النائب الفرنسي في حركة فرنسا الأبية توماس بورت بيانا طالب فيه الاتحاد الدولي لكرة القدم (فيفا) بضرورة فرض دقيقة صمت خلال مباريات نهاية الأسبوع تكريما لروح الحكم الدولي الفلسطيني محمد خطاب.
وأعلن الاتحاد الفلسطيني لكرة القدم، أول أمس الأربعاء، استشهاد الحكم الدولي المساعد وزوجته وأطفاله الأربعة إلى جانب عدد آخر من أفراد عائلته، نتيجة قصف إسرائيلي على منزله بدير البلح في قطاع غزة.


   
 
وجاء في بيان توماس بورت، الذي نشره عبر حساباته على منصات التواصل الاجتماعي، ""وأمام حجم هذه المجزرة، لا يمكن للمجتمع الدولي والسلطات الرياضية أن تبقى صامتة بما أن الأمم المتحدة والمؤسسات الدولية تعترف بالرياضة باعتبارها رافعة أساسية لتنمية ونشر ثقافة العدالة بين الشعوب، مما يمنحها دورا حاسما في بناء السلام"".
وأضاف البيان ""أتوجه رسميًّا بطلب إلى الاتحاد الدولي لكرة القدم للحصول على دقيقة صمت في جميع ملاعب كرة القدم حول العالم في نهاية هذا الأسبوع تكريما لروح محمد خطاب"".
وأصبح خطاب حكما دوليا معتمدا في الفيفا منذ عام 2020، وشارك في التحكيم بعديد من البطولات الآسيوية والعربية.

  
 
 
",1
"يحل الهلال السعودي ضيفا على مواطنه الاتحاد -الثلاثاء- على ملعب مدينة الملك عبد الله الرياضية في إياب ربع نهائي دوري أبطال آسيا لكرة القدم.
ويبدو الهلال القادم من 27 انتصارا متتاليا في جميع المسابقات -بينها 16 في الدوري الذي يتصدره بفارق 12 نقطة عن النصر- مرشحا لتخطي عقبة مواطنه الاتحاد بعد الفوز عليه ذهابا بهدفين نظيفين سجلهما الصربي ألكسندر ميتروفيتش وسالم الدوسري.
جدول مباريات ربع نهائي دوري أبطال آسيا لكرة القدم
وإدراكا منه لصعوبة المهمة ضد الهلال قرر المدرب الأرجنتيني مارسيلو غاياردو إراحة نجومه خلال الفوز على الأخدود 2-1 في المباراة الأخيرة بالدوري المحلي.
  
 
وفضل غاياردو إراحة المغربي عبد الرزاق حمد الله والبرازيلي فابينيو، وأبقى المصري أحمد حجازي والبرازيلي رومارينيو على مقاعد البدلاء.
وسيدفع غاياردو بكامل نجوم الفريق، وبينهم الفرنسي كريم بنزيمة الذي غاب عن لقاء الذهاب وقبلها في الخسارة أمام الهلال 1-3 في الأول من الشهر الحالي ضمن المرحلة الـ22 من الدوري بسبب الإصابة.
في المقابل، سيغيب مواطنه نغولو كانتي بعد حصوله على بطاقة حمراء خلال الذهاب إثر تدخله العنيف على السنغالي خاليدو كوليبالي.
",1
"أمل نابولي الإيطالي في التأهل إلى ربع نهائي دوري أبطال أوروبا لكرة القدم، عندما يحلّ ضيفا على برشلونة غدا الثلاثاء في إياب ثمن نهائي المسابقة القارية العريقة.
وكانت مواجهة الذهاب في ملعب دييغو أرماندو مارادونا بمدينة نابولي انتهت على نتيجة التعادل 1-1.
وحرصا منه على تحفيز الفريق من أجل الفوز ضد برشلونة في الكامب نو، وعد رئيس نابولي أوريليو دي لورينتيس لاعبيه بمكافأة استثنائية في حال التأهل إلى ربع النهائي.
وذكرت صحيفة ""ماركا"" الإسبانية أن دي لورينتيس لديه ثقة كبيرة في لاعبيه، لكنه أراد تقديم مكافأة تبلغ 10 ملايين يورو، لحثهم أكثر على تحقيق إنجاز كبير في كتالونيا.
      
 
ويأمل دي لورينتيس في استمرار نابولي في سباق دوري أبطال أوروبا من أجل إنقاذ الموسم المخيب للآمال حتى الآن، ولتأمين مكان في كأس العالم للأندية 2025 كذلك.
ويدرك رئيس نابولي جيدا قيمة الأموال التي سيجنيها الفريق في حال الوصول إلى مونديال الأندية، إذ سيحصل الفريق المتأهل على حوالي 50 مليون يورو، وتضاف إليها مبالغ أخرى مرتبطة بالنتائج.
وضمن إنتر ويوفنتوس وجودهما في البطولة المرموقة، في حين يحتاج نابولي للفوز على برشلونة للحصول على نقطة لتأمين مكانه في كأس العالم للأندية.
وفقد نابولي رسميا لقب الدوري الإيطالي، لابتعاده بفارق 31 نقطة عن إنتر المتصدر، قبل 10 مراحل على ختام المنافسات.
",1
"أعلن الاتحاد المصري لكرة القدم اليوم الأحد قائمة المنتخب الأول، المكونة من 25 لاعبا، بقيادة مدربه حسام حسن، والتي شهدت غياب محمد صلاح مهاجم ليفربول المنافس في الدوري الإنجليزي الممتاز لكرة القدم.
وسيخوض منتخب مصر بطولة ودية بالإمارات في مارس/آذار الجاري بمشاركة كرواتيا وتونس ونيوزيلندا.
وتولى حسن -الهداف التاريخي لمنتخب بلاده- تدريب مصر خلفا للبرتغالي روي فيتوريا بعد الخروج من دور الـ16 لكأس الأمم الأفريقية، بعد الخسارة بركلات الترجيح أمام الكونغو الديمقراطية.
وغاب صلاح عن التشكيلة الأولى بقيادة المدرب الجديد حسن، رغم إعلان الاتحاد انضمامه للقائمة في الثاني من مارس/آذار الجاري.
وكان صلاح قد تعرض للإصابة سابقا أثناء تمثيل مصر في كأس الأمم الأفريقية الأخيرة، وعاد لفريقه ثم أصيب مجددا، قبل أن يشارك كبديل أمام سبارتا براغ في الدوري الأوروبي الخميس الماضي.
",1
"عزز ريال مدريد صدارته للدوري الإسباني لكرة القدم، وذلك عقب فوزه الكبير على ضيفه سيلتا فيغو 4-صفر، اليوم الأحد، في الجولة الـ28 من الليغا.
ورفع ريال مدريد رصيده إلى 69 نقطة في صدارة ترتيب المسابقة، بفارق 7 نقاط عن جيرونا صاحب المركز الثاني، و8 نقاط عن برشلونة صاحب المركز الثالث.
على الجانب الآخر، تجمد رصيد سيلتا فيغو عند 24 نقطة في المركز الـ17.
     
 
وتقدم ريال مدريد في الدقيقة 21 عن طريق فينيسيوس جونيور، ثم سجل فيسنتي جوايتا حارس مرمى سيلتا فيغو الهدف الثاني للريال بالخطأ في مرمى فريقه بالدقيقة 79.
وسجل كارلوس دومينيغز لاعب سيلتا فيغو الهدف الثالث للريال بالخطأ في مرمى فريقه في الدقيقة 88.
     
 
واختتم أردا غولر رباعية الريال في الدقيقة الرابعة من الوقت المحتسب بدلا من الضائع للشوط الثاني، وهذا هو الهدف الأول للاعب التركي مع الملكي إذ غاب عن معظم المباريات بسبب الإصابات.
",1
"أصر المهاجم المصري محمد صلاح على أن رحيل يورغن كلوب عن فريق ليفربول الإنجليزي بنهاية الموسم الحالي لن يؤثر على مستقبله في النادي.
سيتنحى كلوب عن منصبه كمدير فني في نهاية الموسم، وهي خطوة تكهن الكثيرون بأنها قد تحدث تغييرات بالجملة في النادي الذي يستعد لدخول حقبة جديدة.
وترجح تقارير إعلامية أن اللاعبين الذين هم في الأشهر الـ18 الأخيرة من عقودهم مثل ترينت ألكسندر أرنولد وفيرجيل فان دايك وصلاح قد يتبعون خطوات المدرب ويغادرون أنفيلد، لكن الدولي المصري أصر على أنه لن يسمح لرحيل كلوب بالتأثير على قراره.
وقال صلاح لشبكة ""سكاي سبورتس"" ""لا، إنها الحياة، هناك لاعبون مهمون جدا غادروا النادي، المدرب أيضا مهم جدا للفريق لكنه سيغادر، في يوم من الأيام سأغادر النادي، لكن خروج كلوب لن يكون له تأثير"".
 
 
وتحدث لاعب تشلسي سابقا عن سماعه لأول مرة خبر قرار رحيل كلوب هذا الصيف، معترفا بأنه كان يظن أن الألماني كان على وشك توقيع عقد جديد مع ليفربول.
وصرح ""عادة لا نعقد اجتماعات في الساعة 10:30 صباحا، لذلك كان الأمر غريبا عندما قالوا لنا إن هناك اجتماعا في هذا الوقت"".
وتابع اللاعب -الذي ينتهي عقده عام 2025- ""كان وكيل كلوب هنا، وقلت إذن إنه سيجدد عقده، ثم قبل 5 دقائق من الاجتماع أخبرني فيرجل فان دايك أن كلوب سيغادر، فقلت له ""حقا، لماذا؟""، فقال ""لا فكرة لدي"".
وكان كلوب (56 عاما) -الذي يحظى بشعبية كبيرة- أبلغ إدارة النادي في نوفمبر/تشرين الثاني الماضي أنه سينهي مسيرته مع ليفربول بعد 8 أعوام ونصف في نهاية الموسم الحالي.
",1
"عادل باريس سان جيرمان، متصدر الدوري الفرنسي لكرة القدم، 2-2 مع ضيفه ستاد رانس اليوم الأحد، وشهدت المباراة جلوس الهداف كيليان مبابي على مقاعد البدلاء قبل الدفع به في آخر 20 دقيقة من المباراة.
وفاجأ رانس أصحاب الأرض بالتقدم بعد 7 دقائق من البداية، بعدما تردد أشرف حكيمي في تمرير الكرة داخل منطقة الجزاء، ليخطفها عمر دياكيتي من الظهير الأيمن بالقرب من خط المرمى ويمررها إلى مارشال مونيتسي ليضعها في الشباك.
لكن سان جيرمان رد بهدفين في دقيقتين، الأول هدف عكسي إثر ارتطام تمريرة عرضية من ركلة ركنية بمدافع رانس يونس عبد الحميد، والثاني سجله جونزالو راموس عندما سقطت الكرة أمامه داخل منطقة الجزاء بعد إبعادها بشكل خاطئ، لتصبح النتيجة 2-1.
ومع ذلك، أدرك رانس التعادل عندما كسر دياكيتي التسلل ليقابل تمريرة من إيمانويل أجبادو ويسدد في مرمى الحارس كيلور نافاس.
وأطلق مبابي، الذي سجل 21 هدفا في الدوري هذا الموسم، تسديدتين على المرمى خلال مشاركته، ليحصل الفريقان على نقطة لكل منهما.
ووسع سان جيرمان الفارق في الصدارة إلى 10 نقاط، بينما يحتل رانس المركز التاسع.
",1
"كشف المركز الدولي للدراسات الرياضية ""سي آي إي إس""، ومقره في سويسرا، -أمس الخميس- عن قائمته السنوية لأغلى 100 لاعب كرة القدم في العالم من حيث القيمة المالية لصفقات الانتقال التقديرية، وليس القيمة السوقية للاعبين.
وحلَّق الإنجليزي جود بيلينغهام نجم ريال مدريد الإسباني، عاليا في القائمة بحوالي 268 مليون يورو، متفوقا على بقية نجوم المستديرة الحاليين، وأبرزهم النرويجي إيرلينغ هالاند هداف مانشستر سيتي الإنجليزي، صاحب المركز الثاني بقيمة تفوق 251 مليون يورو.
وجاء البرازيلي فينيسيوس جونيور زميل بيلينغهام في النادي الملكي، في المرتبة الثالثة بأكثر من 250 مليون يورو، بينما لم يكن للفرنسي كيليان مبابي مهاجم باريس سان جيرمان مكان في قائمة العشرين الأوائل.

 
 
        
 
  
 
مبابي في مركز مفاجئ
على الرغم من التكهنات الكبيرة حول مستقبله، فإن كيليان مبابي احتل المركز 27 بقيمة انتقال تقديرية تجاوزت 106 ملايين يورو، ووفقا للمركز الدولي فإن هذا المركز المفاجئ للنجم الفرنسي سببه أن عقده مع باريس سان جيرمان الفرنسي ينتهي الصيف المقبل.
ورغم هذا الترتيب المتأخر جدا، لا يزال بطل العالم مع منتخب فرنسا في 2018 والفائز بجائزة الفتى الذهبي في 2017 أغلى اللاعبين في الدوري الفرنسي بقيمة سوقية تقدّر 180 مليون يورو، حسب موقع ترانسفير ماركت العالمي.
معايير اختيار اللاعبين
في محاولة لقياس قيم الانتقالات المقدرة للنجوم في جميع أنحاء العالم، استند خبراء الإحصاء في المركز الدولي للدراسات الرياضية إلى خوارزمية إحصائية أُنشئت من خلال فحص أكثر من 6000 صفقة انتقال سابقة في مختلف بطولات العالم.
",1
"اكتسح بايرن ميونخ ضيفه ماينز وهزمه بنتيجة 8-1 ضمن منافسات الجولة 25 من الدوري الألماني لكرة القدم، اليوم السبت، بينما نجح بوروسيا دورتموند في تصحيح مساره بعد تعادل وخسارة في الجولتين الماضيتين.
وتقدم الفريق البافاري بهدفين سجلهما هاري كين وليون غرويتسكا في الدقيقتين 13 و19، بينما قلّص نديم أميري الفارق للضيوف بهدف في الدقيقة 31.
وفي الوقت بدل الضائع أضاف هاري كين الهدف الثاني له والثالث لفريقه لينهي العملاق البافاري الشوط الأول متقدما بـ3 أهداف لهدف.
وفي الشوط الثاني عزّز بايرن ميونخ تفوقه بـ5 أهداف أخرى سجلها: توماس مولر وجمال موسيالا وسيرجي غنابري وهاري كين وليون غرويتسكا في الدقائق 47 و61 و66 و70 و92.
ورفع بايرن، الذي حقق ثاني أكبر انتصار له هذا الموسم بعدما كان سحق دارمشتات 8-صفر في أكتوبر/تشرين الأول الماضي رصيده إلى 57 نقطة في المركز الثاني، متأخرا بفارق 7 نقاط عن باير ليفركوزن المتصدر، الذي يلعب أمام فولفسبورغ غدا الأحد مع فرصة إعادة الفارق إلى 10 نقاط.
أما ماينز تجمّد رصيده عند 16 نقطة في المركز 17 وقبل الأخير.
هاري كين يعادل رقما عمره 60 عاما
فرض كين نفسه نجما في المهرجان التهديفي للعملاق البافاري بتسجيله ثلاثية ""هاتريك"" (13 و45+7 و70) وتمريره كرتين حاسمتين.
ورفع المهاجم الدولي الإنجليزي رصيده إلى 30 هدفا في صدارة هدّافي بوندسليغا، ليعادل الرقم القياسي السابق الذي يعود إلى ما قبل 60 عاما في عدد الأهداف في الموسم الأول لأحد اللاعبين في الدوري الألماني، الذي حققه الأسطورة أوفي زيلر بقميص فريق هامبورغ خلال موسم 1963-1964.
",1
"أثار إيرلينغ هالاند نجم مانشستر سيتي ضجة قبل مباراة فريقه في دوري أبطال أوروبا منتصف الأسبوع ضد كوبنهاغن عندما ألمح إلى إمكانية انتقاله إلى ريال مدريد الإسباني.
وسبق أن ارتبط اسم هالاند بالانتقال إلى صفوف النادي الملكي، لكن الخطوة لم تتم في النهاية في ظل تركيز الميرينغي على التعاقد مع الفرنسي كيليان مبابي مهاجم فريق باريس سان جيرمان.
وقال المهاجم النرويجي عندما سُئل عن إمكانية انتقاله إلى ""البرنابيو"" قبل يومين ""أنا متأكد من أنني سأقرأ ما قلته في العناوين الرئيسية غدا""، قبل أن يضيف ""ريال مدريد؟ أنت لا تعرف قط ما قد يحمله المستقبل"".
وذكرت صحيفة ""آس"" الإسبانية أنه كان يجدر بنجم بوروسيا دورتموند السابق أن يقول إنه سعيد جدا في مانشستر سيتي (وهذا يبدو صحيحا)، وأنه يركز فقط على تحقيق أشياء كبيرة مع السيتي، لكنه بدلا من ذلك اختار إرسال رسالة محسوبة ومتعمدة إلى ريال مدريد.
",1
"حقق النجم النرويجي إيرلينغ هالاند، هداف مانشستر سيتي، رقما قياسيا جديدا بوصوله للهدف رقم 50 بالدوري الإنجليزي الممتاز لكرة القدم، في أقل عدد من المباريات.
وجاء هدف هالاند ضدّ ليفربول، السبت، في قمة الأسبوع الـ13، التي انتهت بالتعادل 1-1، ليصبح بذلك أسرع لاعب يحقق 50 هدفا في 48 مباراة فقط.
",1
"جمع النرويجي أهدافه الـ50 في البريميرليغ خلال موسمين خاضهما لحد الآن مع مانشستر سيتي، بواقع 36 هدفا في 35 مباراة بالموسم الأول محطما الرقم القياسي لعدد الأهداف المسجلة في موسم واحد، ثم حقق 14هدفا في الموسم الحالي.
ونشر مانشستر سيتي تغريدة بحسابه على منصة (إكس) يشيد فيها بانجاز هالاند وكتب فيها ""رقما قياسيا لا يصدق"".
وسجل هالاند 33 هدفا بقدمه اليسرى و6 أهداف بقدمه اليمنى و10 أهداف بالرأس وهدفا وحيدا بالفخذ.
وبهذا الإنجاز التاريخي، تفوق الدولي النرويجي على 4 مهاجمين أسطوريين سابقين، وواحد لا يزال ينشط في الدوري الممتاز، ممن وصلوا إلى 50 هدفا في أقل عدد من المواجهات.
الإنجليزي أندي كول المهاجم السابق لنيوكاسل ومانشستر يونايتد: 50 هدفا في 65 مباراة
سجل كول 34 هدفا في الدوري الممتاز لصالح نيوكاسل يونايتد في موسم 1993-1994، وفي منتصف موسمه الثاني، انتقل إلى مانشستر يونايتد وهناك وصل إلى 50 هدفا.
 
 
الهولندي رود فان نيستلروي لاعب مانشستر يونايتد السابق: 50 هدفا في 68 مباراة
حقق المهاجم الهولندي هدفه رقم 50 في فوز فريقه السابق مانشستر يونايتد على مضيفه نيوكاسل 2-1 موسم 2003-2004.
 
 
 
آلان شيرر المهاجم السابق لبلاكبيرن وساوثهامبتون: 50 هدفا في 66 مباراة
احتاج الهداف الإنجليزي شيرر إلى 66 مباراة مع فريقيه السابقين ساوثهامبتون وبلاكبيرن ليسجل 50 هدفا.


 
 
الإسباني فيرناندو توريس مهاجم ليفربول سابقا: 50 هدفا في 72 مباراة
سجل المهاجم الإسباني هدفه رقم 50 في الدوري الإنجليزي الممتاز مع الريدز في مباراته رقم 72، وكان هدف الفوز المتأخر أمام أستون فيلا في ديسمبر/كانون الأول عام 2009.
  
 
المصري محمد صلاح مهاجم ليفربول: 50 هدفا في 72 مباراة
احتاج النجم صلاح إلى 59 مباراة ليسجل هدفه الـ50 في الدوري الممتاز. وكان الدولي المصري وقّع على هدفين مع ناديه السابق تشلسي قبل أن يحقق 48 هدفا مع ""الريدز"".
",1
"أحرز إيرلينغ هالاند مهاجم مانشستر سيتي هدفا في مرمى كوبنهاغن ضمن إياب ثمن نهائي دوري أبطال أوروبا لكرة القدم أمس الأربعاء، وبذلك أضاف رقما جديدا إلى رصيده المزدحم بالأرقام القياسية.
وأحرز ""الإعصار النرويجي"" الهدف الثالث في فوز سيتي 3-1، ليرفع رصيده إلى 41 هدفا في 37 مباراة خاضها بالبطولة القارية المرموقة.
ولم يسبق لأي لاعب في تاريخ البطولة أن سجل هذا العدد من الأهداف في هذا العمر أو في عدد المباريات بحسب شبكة أوبتا للإحصائيات.
وتفوق النرويجي الملقب بـ""المنجنيق"" على الهولندي رود فان نيستلروي مهاجم مانشستر يونايتد وريال مدريد الأسبق، الذي سجل نفس عدد الأهداف لكن خلال 45 مباراة وفي سن الـ28.
 
 
وعندما كان في الـ24 من العمر، سجل الأسطورة ليونيل ميسي لاعب إنتر ميامي الأميركي 41 هدفا في 61 مباراة خاضها بالبطولة الأوروبية العريقة.
ووصل كيليان مبابي مهاجم باريس سان جيرمان الفرنسي في نفس عمر ميسي إلى هذا الرقم، ولكن بعد أن خاض 62 مباراة.
ويتساوى البولندي المخضرم روبرت ليفاندوفسكي مهاجم برشلونة الحالي وبايرن ميونخ الألماني السابق في عدد مباريات مبابي عند بلوغه حاجز 41 هدفا، ولكن بعمر 29 عاما.
وفي سن 28 عاما، حقق البرازيلي نيمار دا سيلفا لاعب الهلال السعودي الحالي، وبرشلونة وباريس سان جيرمان الأسبق،41 هدفا في 65 مباراة.
",1
"ابتكر فريق من الباحثين في الولايات المتحدة منظومة جديدة للذكاء الاصطناعي يمكنها التنبؤ باحتمالات الإصابة بمرض ألزهايمر قبل 7 سنوات من بدء ظهور أعراض المرض.
وتعتمد هذه المنظومة التي ابتكرها فريق بحثي من جامعة كاليفورنيا سان فرانسيسكو الأميركية على مستويات الكوليسترول في الدم ونسبة هشاشة العظام (لدى المرأة) ضمن مؤشرات حيوية أخرى لقياس احتمالات الإصابة بألزهايمر.
وتقول الباحثة أليس تانج عضو فريق الدراسة إن هذه المنظومة تمثل ""الخطوة الأولى نحو استخدام الذكاء الاصطناعي في تحليل البيانات الصحية الروتينية لتحديد مخاطر الإصابة بالمرض بشكل مبكر قدر المستطاع، وكذلك محاولة فهم التفسيرات البيولوجية وراء الإصابة بألزهايمر"".
وأضافت أن ""قوة الذكاء الاصطناعي في هذا السياق تتمثل في إمكانية تحديد المخاطر بناء على مجموع الأمراض المختلفة التي يعاني منها المشاركون في التجربة"".
وفي إطار التجربة التي نشرتها الدورية العلمية ""نيتشر إيجينغ"" (Nature Aging)، استخدم الفريق البحثي بيانات صحية تخص أكثر من 5 ملايين مريض، للبحث عن العناصر التي تزيد من احتمالات الإصابة بألزهايمر اعتمادا على منظومة الذكاء الاصطناعي، ووجدوا أن دقة تنبؤات المنظومة يمكن أن تصل إلى 72% قبل 7 سنوات من الظهور الفعلي لأعراض المرض.
وبحسب الدراسة، وجد الباحثون أن أمراضا عديدة مثل ارتفاع ضغط الدم والكوليسترول ونقص فيتامين دي تعتبر من مؤشرات الإصابة بألزهايمر لدى الرجال والنساء على حد سواء، في حين تبين أن تضخم البروستاتا وضعف الانتصاب من دلالات الإصابة بالمرض لدى الرجال، وأن هشاشة العظام من مؤشرات الإصابة به لدى النساء. غير أن الإصابة بهذه الأمراض ليست دليلا مؤكدا على أن المريض سوف يصاب بألزهايمر مستقبلا.
وقالت تانج إن ""المنظومة الإلكترونية يمكنها التنبؤ بألزهايمر بناء على مجموعة الأمراض التي يعاني منها الشخص""، ويأمل الباحثون في توظيفها لتشخيص الإصابة بأمراض أخرى مثل الذئبة الحمراء وبطانة الرحم المهاجرة.
",2
